State,District,Market,Commodity,Date,Arrival_Quantity,Arrival_Unit,Modal_Price,Price_Unit
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,22-05-2025,400,Metric Tonnes,2400,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,23-05-2025,300,Metric Tonnes,2400,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,24-05-2025,350,Metric Tonnes,2400,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,26-05-2025,350,Metric Tonnes,2400,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,27-05-2025,450,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,29-05-2025,350,Metric Tonnes,2420,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,30-05-2025,350,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,31-05-2025,350,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,02-06-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,03-06-2025,300,Metric Tonnes,2470,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,04-06-2025,400,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,05-06-2025,400,Metric Tonnes,2500,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,06-06-2025,400,Metric Tonnes,2470,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,07-06-2025,420,Metric Tonnes,2470,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,09-06-2025,400,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,13-06-2025,300,Metric Tonnes,2480,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,14-06-2025,350,Metric Tonnes,2470,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,16-06-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,18-06-2025,350,Metric Tonnes,2470,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,19-06-2025,320,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,20-06-2025,350,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,21-06-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,25-06-2025,300,Metric Tonnes,2400,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,26-06-2025,340,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,27-06-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,28-06-2025,300,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,02-07-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,03-07-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,05-07-2025,300,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,07-07-2025,300,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,08-07-2025,300,Metric Tonnes,2450,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,10-07-2025,300,Metric Tonnes,2480,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,11-07-2025,300,Metric Tonnes,2480,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,12-07-2025,300,Metric Tonnes,2490,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,13-07-2025,300,Metric Tonnes,2460,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,15-07-2025,300,Metric Tonnes,2500,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,16-07-2025,300,Metric Tonnes,2480,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,17-07-2025,300,Metric Tonnes,2520,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,18-07-2025,300,Metric Tonnes,2490,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,23-07-2025,300,Metric Tonnes,2550,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,24-07-2025,300,Metric Tonnes,2530,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,25-07-2025,300,Metric Tonnes,2550,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,31-07-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,01-08-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,02-08-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,04-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,05-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,06-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,07-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,08-08-2025,300,Metric Tonnes,2690,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,11-08-2025,300,Metric Tonnes,2670,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,12-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,13-08-2025,150,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,18-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,20-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,21-08-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,22-08-2025,250,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,25-08-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,29-08-2025,250,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,30-08-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,01-09-2025,250,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,02-09-2025,250,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,03-09-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,04-09-2025,250,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,08-09-2025,280,Metric Tonnes,2690,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,09-09-2025,300,Metric Tonnes,2670,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,10-09-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,13-09-2025,280,Metric Tonnes,2690,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,15-09-2025,280,Metric Tonnes,2660,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,16-09-2025,300,Metric Tonnes,2660,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,19-09-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,20-09-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,22-09-2025,300,Metric Tonnes,2660,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,24-09-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,25-09-2025,300,Metric Tonnes,2690,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,26-09-2025,300,Metric Tonnes,2660,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,03-10-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,07-10-2025,300,Metric Tonnes,2650,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,13-10-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,15-10-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,21-10-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,23-10-2025,300,Metric Tonnes,2690,Rs./Quintal
Bihar,Muzaffarpur,Muzaffarpur APMC,Wheat,24-10-2025,300,Metric Tonnes,2680,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,15-04-2025,60,Metric Tonnes,2550,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,16-04-2025,85,Metric Tonnes,2500,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,20-04-2025,50,Metric Tonnes,2550,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,21-04-2025,25,Metric Tonnes,2600,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,23-04-2025,30,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,24-04-2025,25,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,25-04-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,26-04-2025,25,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,28-04-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,29-04-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,30-04-2025,25,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,07-05-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,09-05-2025,15,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,10-05-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,23-05-2025,20,Metric Tonnes,2650,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,24-05-2025,30,Metric Tonnes,2650,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,25-05-2025,20,Metric Tonnes,2650,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,26-05-2025,25,Metric Tonnes,2650,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,27-05-2025,22,Metric Tonnes,2650,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,28-05-2025,23,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,29-05-2025,21,Metric Tonnes,2600,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,30-05-2025,0.02,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,31-05-2025,23,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,01-06-2025,25,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,02-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,03-06-2025,21,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,04-06-2025,23,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,08-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,09-06-2025,22,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,10-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,16-06-2025,25,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,17-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,18-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,19-06-2025,22,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,20-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,21-06-2025,23,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,23-06-2025,21,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,24-06-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,25-06-2025,21,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,03-07-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,08-07-2025,22,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,09-07-2025,21,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,10-07-2025,20,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,11-07-2025,19,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,12-07-2025,21.5,Metric Tonnes,2700,Rs./Quintal
Bihar,Purnea,Bhawanipur APMC,Wheat,15-07-2025,21.5,Metric Tonnes,2700,Rs./Quintal
Chattisgarh,Balod,Balod APMC,Wheat,15-04-2025,0.5,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balod,Balod APMC,Wheat,20-04-2025,1,Metric Tonnes,2200,Rs./Quintal
Chattisgarh,Balod,Balod APMC,Wheat,22-04-2025,1,Metric Tonnes,2300,Rs./Quintal
Chattisgarh,Balod,Balod APMC,Wheat,18-09-2025,0.9,Metric Tonnes,1910,Rs./Quintal
Chattisgarh,Balod,Dondi APMC,Wheat,20-04-2025,1,Metric Tonnes,2300,Rs./Quintal
Chattisgarh,Balod,Dondi APMC,Wheat,22-04-2025,0.5,Metric Tonnes,2300,Rs./Quintal
Chattisgarh,Balod,Dondi APMC,Wheat,23-09-2025,1,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balod,Dondilohara APMC,Wheat,15-04-2025,0.5,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balod,Dondilohara APMC,Wheat,20-04-2025,1,Metric Tonnes,2300,Rs./Quintal
Chattisgarh,Balod,Dondilohara APMC,Wheat,22-04-2025,0.5,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balod,Dondilohara APMC,Wheat,30-05-2025,45,Metric Tonnes,3100,Rs./Quintal
Chattisgarh,Balod,Gurur APMC,Wheat,20-04-2025,1,Metric Tonnes,2300,Rs./Quintal
Chattisgarh,Balod,Gurur APMC,Wheat,22-04-2025,1,Metric Tonnes,2400,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,15-04-2025,8,Metric Tonnes,2441,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,17-04-2025,1.9,Metric Tonnes,2292.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,19-04-2025,6.4,Metric Tonnes,2555,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,21-04-2025,11.2,Metric Tonnes,2609.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,23-04-2025,18.8,Metric Tonnes,2517.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,24-04-2025,11.8,Metric Tonnes,2494,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,25-04-2025,26.1,Metric Tonnes,2478,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,26-04-2025,12.5,Metric Tonnes,2290,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,29-04-2025,17.4,Metric Tonnes,2505,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,30-04-2025,13.6,Metric Tonnes,2480.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,02-05-2025,8.4,Metric Tonnes,2395.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,03-05-2025,18.2,Metric Tonnes,2437.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,05-05-2025,7.6,Metric Tonnes,2400,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,06-05-2025,8,Metric Tonnes,2479.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,07-05-2025,7,Metric Tonnes,2442.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,08-05-2025,6.6,Metric Tonnes,2452.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,10-05-2025,0.2,Metric Tonnes,2485,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,13-05-2025,8.1,Metric Tonnes,2355,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,14-05-2025,9,Metric Tonnes,2426,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,15-05-2025,2.6,Metric Tonnes,2350,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,16-05-2025,3.7,Metric Tonnes,2400,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,19-05-2025,9.2,Metric Tonnes,2514.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,20-05-2025,1.8,Metric Tonnes,2511,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,22-05-2025,34.1,Metric Tonnes,2350,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,23-05-2025,4.8,Metric Tonnes,2440,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,24-05-2025,0.9,Metric Tonnes,2451,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,26-05-2025,3,Metric Tonnes,2534,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,27-05-2025,1.8,Metric Tonnes,2405,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,29-05-2025,7.5,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,30-05-2025,2,Metric Tonnes,2500,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,31-05-2025,6.1,Metric Tonnes,2400,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,02-06-2025,9.5,Metric Tonnes,2315,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,04-06-2025,6.9,Metric Tonnes,2450,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,05-06-2025,0.1,Metric Tonnes,2499,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,06-06-2025,4.6,Metric Tonnes,2400,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,10-06-2025,3.4,Metric Tonnes,2512,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,12-06-2025,10.4,Metric Tonnes,2350,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,13-06-2025,2.9,Metric Tonnes,2277.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,14-06-2025,2,Metric Tonnes,2175,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,17-06-2025,3,Metric Tonnes,2449,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,18-06-2025,1.4,Metric Tonnes,2425,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,19-06-2025,0.8,Metric Tonnes,2206,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,20-06-2025,3.6,Metric Tonnes,2475,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,21-06-2025,4.4,Metric Tonnes,2485,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,23-06-2025,3.5,Metric Tonnes,2430,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,24-06-2025,0.4,Metric Tonnes,2405,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,25-06-2025,0.4,Metric Tonnes,2350,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,27-06-2025,6.1,Metric Tonnes,2420.5,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,28-06-2025,5.8,Metric Tonnes,2445,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,30-06-2025,11.7,Metric Tonnes,2422,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,01-07-2025,15.3,Metric Tonnes,2413,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,02-07-2025,5.1,Metric Tonnes,2420,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,03-07-2025,7.1,Metric Tonnes,2405,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,04-07-2025,2.4,Metric Tonnes,2250,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,09-07-2025,2.7,Metric Tonnes,2441,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,10-07-2025,5.2,Metric Tonnes,2440,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,11-07-2025,4.9,Metric Tonnes,2482,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,12-07-2025,5.5,Metric Tonnes,2420,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,14-07-2025,1.1,Metric Tonnes,2385,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,15-07-2025,5.2,Metric Tonnes,2435,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,16-07-2025,0.1,Metric Tonnes,2100,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,17-07-2025,2.5,Metric Tonnes,2430,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,18-07-2025,0.5,Metric Tonnes,2430,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,21-07-2025,3.1,Metric Tonnes,2435,Rs./Quintal
Chattisgarh,Balodabazar,Bhatapara APMC,Wheat,22-07-2025,2.3,Metric Tonnes,2270,Rs./Quintal
